,Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
237,Gonorrhea,2017,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,6705,268.8,2494533
238,Gonorrhea,2016,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,5725,230.6,2482612
239,Gonorrhea,2015,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4773,193.2,2470486
240,Gonorrhea,2014,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4523,183.9,2459630
241,Gonorrhea,2013,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,3994,163.1,2449441
242,Gonorrhea,2012,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4288,175.8,2438757
243,Gonorrhea,2011,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4679,192.8,2426803
244,Gonorrhea,2010,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4759,197.6,2407972
245,Gonorrhea,2009,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4442,187.1,2374057
246,Gonorrhea,2008,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4473,189.7,2357354
247,Chlamydia,2020,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,16043,637.6,2516233
248,Chlamydia,2019,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,17183,682.9,2516233
249,Chlamydia,2018,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,17652,704.6,2505209
250,Chlamydia,2017,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,17301,693.6,2494533
251,Chlamydia,2016,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,16726,673.7,2482612
252,Chlamydia,2015,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,16154,653.9,2470486
253,Chlamydia,2014,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,15565,632.8,2459630
254,Chlamydia,2013,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,15411,629.2,2449441
255,Chlamydia,2012,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,16563,679.2,2438757
256,Chlamydia,2011,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,16007,659.6,2426803
257,Chlamydia,2010,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,15386,639,2407972
258,Chlamydia,2009,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,14309,602.7,2374057
259,Chlamydia,2008,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,14072,596.9,2357354
260,"Early Non-Primary, Non-Secondary Syphilis",2020,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,234,9.3,2516233
261,"Early Non-Primary, Non-Secondary Syphilis",2019,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,267,10.6,2516233
262,"Early Non-Primary, Non-Secondary Syphilis",2018,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,363,14.5,2505209
263,"Early Non-Primary, Non-Secondary Syphilis",2017,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,327,13.1,2494533
264,"Early Non-Primary, Non-Secondary Syphilis",2016,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,280,11.3,2482612
265,"Early Non-Primary, Non-Secondary Syphilis",2015,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,216,8.7,2470486
266,"Early Non-Primary, Non-Secondary Syphilis",2014,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,152,6.2,2459630
267,"Early Non-Primary, Non-Secondary Syphilis",2013,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,163,6.7,2449441
268,"Early Non-Primary, Non-Secondary Syphilis",2012,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,151,6.2,2438757
269,"Early Non-Primary, Non-Secondary Syphilis",2011,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,167,6.9,2426803
270,"Early Non-Primary, Non-Secondary Syphilis",2010,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,202,8.4,2407972
271,"Early Non-Primary, Non-Secondary Syphilis",2009,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,172,7.2,2374057
272,"Early Non-Primary, Non-Secondary Syphilis",2008,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,143,6.1,2357354
273,Primary and Secondary Syphilis,2020,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,,,2516233
274,Primary and Secondary Syphilis,2019,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,,,2516233
275,Primary and Secondary Syphilis,2018,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,288,11.5,2505209
276,Primary and Secondary Syphilis,2017,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,234,9.4,2494533
277,Primary and Secondary Syphilis,2016,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,150,6,2482612
278,Primary and Secondary Syphilis,2015,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,134,5.4,2470486
279,Primary and Secondary Syphilis,2014,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,121,4.9,2459630
280,Primary and Secondary Syphilis,2013,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,177,7.2,2449441
281,Primary and Secondary Syphilis,2012,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,172,7.1,2438757
282,Primary and Secondary Syphilis,2011,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,178,7.3,2426803
283,Primary and Secondary Syphilis,2010,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,205,8.5,2407972
284,Primary and Secondary Syphilis,2009,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,275,11.6,2374057
285,Primary and Secondary Syphilis,2008,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,206,8.7,2357354
286,AIDS prevalence,2020,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2719,107.4,2532057
287,AIDS prevalence,2019,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2648,105.1,2518616
288,AIDS prevalence,2018,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2569,102.5,2506992
289,AIDS prevalence,2017,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2537,101.6,2496702
290,AIDS prevalence,2016,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2459,99,2484157
291,AIDS prevalence,2015,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2383,96.4,2471839
292,AIDS prevalence,2014,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2344,95.3,2460710
293,AIDS prevalence,2013,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2237,91.3,2450279
294,AIDS prevalence,2012,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2156,88.4,2439317
295,AIDS prevalence,2011,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2093,86.2,2427114
296,AIDS prevalence,2010,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2059,85.5,2407981
297,AIDS prevalence,2009,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,2017,85,2374089
298,AIDS prevalence,2008,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,1929,81.8,2357363
299,HIV prevalence,2020,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,6058,239.3,2532057
300,HIV prevalence,2019,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,5915,234.9,2518616
301,HIV prevalence,2018,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,5699,227.3,2506992
302,HIV prevalence,2017,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,5547,222.2,2496702
303,HIV prevalence,2016,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,5338,214.9,2484157
304,HIV prevalence,2015,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,5083,205.6,2471839
305,HIV prevalence,2014,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4932,200.4,2460710
306,HIV prevalence,2013,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4627,188.8,2450279
307,HIV prevalence,2012,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4449,182.4,2439317
308,HIV prevalence,2011,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4273,176.1,2427114
309,HIV prevalence,2010,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4171,173.2,2407981
310,HIV prevalence,2009,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4163,175.4,2374089
311,HIV prevalence,2008,Arkansas,5,Ages 13 years and older,All races/ethnicities,Both sexes,4002,169.8,2357363
312,Gonorrhea,2020,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,78178,235.9,33133603
313,Gonorrhea,2019,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,80070,241.7,33133603
314,Gonorrhea,2018,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,78997,239.3,33011284
315,Gonorrhea,2017,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,75200,228.9,32847289
316,Gonorrhea,2016,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,64411,197.5,32620975
317,Gonorrhea,2015,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,53945,166.7,32354706
318,Gonorrhea,2014,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,45090,140.7,32041023
319,Gonorrhea,2013,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,37911,119.6,31702169
320,Gonorrhea,2012,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,33370,106.3,31380910
321,Gonorrhea,2011,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,27348,88,31064693
322,Gonorrhea,2010,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,26337,85.6,30752412
323,Gonorrhea,2009,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,23135,76.7,30167099
324,Gonorrhea,2008,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,25664,86,29836636
325,Chlamydia,2020,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,178293,538.1,33133603
326,Chlamydia,2019,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,236083,712.5,33133603
327,Chlamydia,2018,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,230712,698.9,33011284
328,Chlamydia,2017,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,218188,664.2,32847289
329,Chlamydia,2016,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,197683,606,32620975
330,Chlamydia,2015,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,188547,582.7,32354706
331,Chlamydia,2014,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,175343,547.2,32041023
332,Chlamydia,2013,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,166501,525.2,31702169
333,Chlamydia,2012,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,166930,531.9,31380910
334,Chlamydia,2011,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,165976,534.3,31064693
335,Chlamydia,2010,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,149817,487.2,30752412
336,Chlamydia,2009,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,146258,484.8,30167099
337,Chlamydia,2008,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,148162,496.6,29836636
338,"Early Non-Primary, Non-Secondary Syphilis",2020,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,7671,23.2,33133603
339,"Early Non-Primary, Non-Secondary Syphilis",2019,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,8277,25,33133603
340,"Early Non-Primary, Non-Secondary Syphilis",2018,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,7706,23.3,33011284
341,"Early Non-Primary, Non-Secondary Syphilis",2017,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,7026,21.4,32847289
342,"Early Non-Primary, Non-Secondary Syphilis",2016,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,5286,16.2,32620975
343,"Early Non-Primary, Non-Secondary Syphilis",2015,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,4430,13.7,32354706
344,"Early Non-Primary, Non-Secondary Syphilis",2014,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,3393,10.6,32041023
345,"Early Non-Primary, Non-Secondary Syphilis",2013,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,2839,9,31702169
346,"Early Non-Primary, Non-Secondary Syphilis",2012,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,2517,8,31380910
347,"Early Non-Primary, Non-Secondary Syphilis",2011,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,2029,6.5,31064693
348,"Early Non-Primary, Non-Secondary Syphilis",2010,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,1786,5.8,30752412
349,"Early Non-Primary, Non-Secondary Syphilis",2009,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,1618,5.4,30167099
350,"Early Non-Primary, Non-Secondary Syphilis",2008,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,1645,5.5,29836636
351,Primary and Secondary Syphilis,2020,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,7685,23.2,33133603
352,Primary and Secondary Syphilis,2019,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,8263,24.9,33133603
353,Primary and Secondary Syphilis,2018,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,7601,23,33011284
354,Primary and Secondary Syphilis,2017,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,6704,20.4,32847289
355,Primary and Secondary Syphilis,2016,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,5887,18,32620975
356,Primary and Secondary Syphilis,2015,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,4906,15.2,32354706
357,Primary and Secondary Syphilis,2014,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,3832,12,32041023
358,Primary and Secondary Syphilis,2013,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,3526,11.1,31702169
359,Primary and Secondary Syphilis,2012,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,2950,9.4,31380910
360,Primary and Secondary Syphilis,2011,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,2442,7.9,31064693
361,Primary and Secondary Syphilis,2010,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,2062,6.7,30752412
362,Primary and Secondary Syphilis,2009,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,1899,6.3,30167099
363,Primary and Secondary Syphilis,2008,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,2204,7.4,29836636
364,AIDS prevalence,2020,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,69769,210.8,33099665
365,AIDS prevalence,2019,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,69881,211.3,33070892
366,AIDS prevalence,2018,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,69686,211.3,32985129
367,AIDS prevalence,2017,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,69572,212,32823118
368,AIDS prevalence,2016,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,69158,212.1,32601590
369,AIDS prevalence,2015,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,68407,211.5,32338787
370,AIDS prevalence,2014,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,67753,211.5,32028983
371,AIDS prevalence,2013,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,67552,213.1,31693840
372,AIDS prevalence,2012,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,66580,212.2,31375726
373,AIDS prevalence,2011,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,65389,210.5,31062135
374,AIDS prevalence,2010,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,64320,209.2,30752337
375,AIDS prevalence,2009,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,64933,215.2,30167113
376,AIDS prevalence,2008,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,62720,210.2,29836645
377,HIV prevalence,2020,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,134381,406,33099665
378,HIV prevalence,2019,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,132916,401.9,33070892
379,HIV prevalence,2018,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,130463,395.5,32985129
380,HIV prevalence,2017,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,127740,389.2,32823118
381,HIV prevalence,2016,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,124594,382.2,32601590
382,HIV prevalence,2015,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,120791,373.5,32338787
383,HIV prevalence,2014,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,117143,365.7,32028983
384,HIV prevalence,2013,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,114284,360.6,31693840
385,HIV prevalence,2012,California,6,Ages 13 years and older,All races/ethnicities,Both sexes,111532,355.5,31375726
