Indicator,Year,State,Age,Race,Sex,Cases,Rate per 100000,Population,total_STD,STD_per_100000
Primary and Secondary Syphilis,2019,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,,,6109109.0,59386.0,972.0893832472133
Primary and Secondary Syphilis,2018,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,1047.0,17.5,5987068.0,55591.0,928.5179323167869
Primary and Secondary Syphilis,2017,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,942.0,16.0,5871429.0,53637.0,913.5254807645636
Primary and Secondary Syphilis,2016,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,721.0,12.5,5767101.0,46443.0,805.3092879767495
Primary and Secondary Syphilis,2015,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,589.0,10.4,5660216.0,41572.0,734.4596036617684
Primary and Secondary Syphilis,2014,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,577.0,10.4,5563834.0,41010.0,737.0816598769841
Primary and Secondary Syphilis,2013,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,287.0,5.2,5466923.0,37445.0,684.9373953135978
Primary and Secondary Syphilis,2012,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,202.0,3.7,5386751.0,36571.0,678.9064502888662
Primary and Secondary Syphilis,2011,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,274.0,5.2,5303804.0,34237.0,645.5178207942828
Primary and Secondary Syphilis,2010,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,230.0,4.4,5229307.0,30426.0,581.8361782928407
Primary and Secondary Syphilis,2009,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,231.0,4.3,5316383.0,29625.0,557.2397624475136
Primary and Secondary Syphilis,2008,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,317.0,6.1,5235120.0,28713.0,548.468803007381
AIDS prevalence,2020,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,8023.0,128.3,6254434.0,56298.0,900.129412189816
AIDS prevalence,2019,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,7888.0,128.8,6121860.0,59386.0,970.0646535530051
AIDS prevalence,2018,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,7690.0,128.3,5992915.0,55591.0,927.6120218624825
AIDS prevalence,2017,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,7523.0,128.1,5874541.0,53637.0,913.0415465650849
AIDS prevalence,2016,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,7369.0,127.7,5770176.0,46443.0,804.8801284397564
AIDS prevalence,2015,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,7279.0,128.5,5662609.0,41572.0,734.1492234409968
AIDS prevalence,2014,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,7160.0,128.6,5565668.0,41010.0,736.8387765853083
AIDS prevalence,2013,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,6910.0,126.4,5468331.0,37445.0,684.7610358626791
AIDS prevalence,2012,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,6707.0,124.5,5387734.0,36571.0,678.7825828075403
AIDS prevalence,2011,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,6463.0,121.8,5304335.0,34237.0,645.4532000712625
AIDS prevalence,2010,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,6277.0,120.0,5229397.0,30426.0,581.8261646610498
AIDS prevalence,2009,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,5376.0,101.1,5316387.0,29625.0,557.239343185513
AIDS prevalence,2008,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,5030.0,96.1,5235123.0,28713.0,548.468488705996
HIV prevalence,2020,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,17695.0,282.9,6254434.0,56298.0,900.129412189816
HIV prevalence,2019,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,17155.0,280.2,6121860.0,59386.0,970.0646535530051
HIV prevalence,2018,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,16425.0,274.1,5992915.0,55591.0,927.6120218624825
HIV prevalence,2017,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,15776.0,268.5,5874541.0,53637.0,913.0415465650849
HIV prevalence,2016,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,15201.0,263.4,5770176.0,46443.0,804.8801284397564
HIV prevalence,2015,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,14710.0,259.8,5662609.0,41572.0,734.1492234409968
HIV prevalence,2014,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,14115.0,253.6,5565668.0,41010.0,736.8387765853083
HIV prevalence,2013,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,13440.0,245.8,5468331.0,37445.0,684.7610358626791
HIV prevalence,2012,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,12926.0,239.9,5387734.0,36571.0,678.7825828075403
HIV prevalence,2011,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,12364.0,233.1,5304335.0,34237.0,645.4532000712625
HIV prevalence,2010,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,11982.0,229.1,5229397.0,30426.0,581.8261646610498
HIV prevalence,2009,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,11194.0,210.6,5316387.0,29625.0,557.239343185513
HIV prevalence,2008,Arizona,Ages 13 years and older,All races/ethnicities,Both sexes,10755.0,205.4,5235123.0,28713.0,548.468488705996
Gonorrhea,2020,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,7853.0,312.1,2516233.0,24130.0,958.9731952486117
Gonorrhea,2019,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,6901.0,274.3,2516233.0,24351.0,967.7561656651034
Gonorrhea,2018,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,7294.0,291.2,2505209.0,25597.0,1021.7510794508562
Gonorrhea,2017,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,6705.0,268.8,2494533.0,24567.0,984.8336341912494
Gonorrhea,2016,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,5725.0,230.6,2482612.0,22881.0,921.6502619015779
Gonorrhea,2015,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4773.0,193.2,2470486.0,21277.0,861.2475440055115
Gonorrhea,2014,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4523.0,183.9,2459630.0,20361.0,827.8074344515232
Gonorrhea,2013,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,3994.0,163.1,2449441.0,19745.0,806.1022902776592
Gonorrhea,2012,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4288.0,175.8,2438757.0,21174.0,868.2291839654381
Gonorrhea,2011,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4679.0,192.8,2426803.0,21031.0,866.613400428465
Gonorrhea,2010,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4759.0,197.6,2407972.0,20552.0,853.4982964918197
Gonorrhea,2009,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4442.0,187.1,2374057.0,19198.0,808.6579218611853
Gonorrhea,2008,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4473.0,189.7,2357354.0,18894.0,801.4918421246872
Chlamydia,2020,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,16043.0,637.6,2516233.0,24130.0,958.9731952486117
Chlamydia,2019,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,17183.0,682.9,2516233.0,24351.0,967.7561656651034
Chlamydia,2018,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,17652.0,704.6,2505209.0,25597.0,1021.7510794508562
Chlamydia,2017,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,17301.0,693.6,2494533.0,24567.0,984.8336341912494
Chlamydia,2016,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,16726.0,673.7,2482612.0,22881.0,921.6502619015779
Chlamydia,2015,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,16154.0,653.9,2470486.0,21277.0,861.2475440055115
Chlamydia,2014,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,15565.0,632.8,2459630.0,20361.0,827.8074344515232
Chlamydia,2013,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,15411.0,629.2,2449441.0,19745.0,806.1022902776592
Chlamydia,2012,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,16563.0,679.2,2438757.0,21174.0,868.2291839654381
Chlamydia,2011,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,16007.0,659.6,2426803.0,21031.0,866.613400428465
Chlamydia,2010,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,15386.0,639.0,2407972.0,20552.0,853.4982964918197
Chlamydia,2009,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,14309.0,602.7,2374057.0,19198.0,808.6579218611853
Chlamydia,2008,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,14072.0,596.9,2357354.0,18894.0,801.4918421246872
"Early Non-Primary, Non-Secondary Syphilis",2020,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,234.0,9.3,2516233.0,24130.0,958.9731952486117
"Early Non-Primary, Non-Secondary Syphilis",2019,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,267.0,10.6,2516233.0,24351.0,967.7561656651034
"Early Non-Primary, Non-Secondary Syphilis",2018,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,363.0,14.5,2505209.0,25597.0,1021.7510794508562
"Early Non-Primary, Non-Secondary Syphilis",2017,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,327.0,13.1,2494533.0,24567.0,984.8336341912494
"Early Non-Primary, Non-Secondary Syphilis",2016,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,280.0,11.3,2482612.0,22881.0,921.6502619015779
"Early Non-Primary, Non-Secondary Syphilis",2015,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,216.0,8.7,2470486.0,21277.0,861.2475440055115
"Early Non-Primary, Non-Secondary Syphilis",2014,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,152.0,6.2,2459630.0,20361.0,827.8074344515232
"Early Non-Primary, Non-Secondary Syphilis",2013,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,163.0,6.7,2449441.0,19745.0,806.1022902776592
"Early Non-Primary, Non-Secondary Syphilis",2012,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,151.0,6.2,2438757.0,21174.0,868.2291839654381
"Early Non-Primary, Non-Secondary Syphilis",2011,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,167.0,6.9,2426803.0,21031.0,866.613400428465
"Early Non-Primary, Non-Secondary Syphilis",2010,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,202.0,8.4,2407972.0,20552.0,853.4982964918197
"Early Non-Primary, Non-Secondary Syphilis",2009,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,172.0,7.2,2374057.0,19198.0,808.6579218611853
"Early Non-Primary, Non-Secondary Syphilis",2008,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,143.0,6.1,2357354.0,18894.0,801.4918421246872
Primary and Secondary Syphilis,2020,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,,,2516233.0,24130.0,958.9731952486117
Primary and Secondary Syphilis,2019,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,,,2516233.0,24351.0,967.7561656651034
Primary and Secondary Syphilis,2018,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,288.0,11.5,2505209.0,25597.0,1021.7510794508562
Primary and Secondary Syphilis,2017,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,234.0,9.4,2494533.0,24567.0,984.8336341912494
Primary and Secondary Syphilis,2016,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,150.0,6.0,2482612.0,22881.0,921.6502619015779
Primary and Secondary Syphilis,2015,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,134.0,5.4,2470486.0,21277.0,861.2475440055115
Primary and Secondary Syphilis,2014,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,121.0,4.9,2459630.0,20361.0,827.8074344515232
Primary and Secondary Syphilis,2013,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,177.0,7.2,2449441.0,19745.0,806.1022902776592
Primary and Secondary Syphilis,2012,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,172.0,7.1,2438757.0,21174.0,868.2291839654381
Primary and Secondary Syphilis,2011,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,178.0,7.3,2426803.0,21031.0,866.613400428465
Primary and Secondary Syphilis,2010,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,205.0,8.5,2407972.0,20552.0,853.4982964918197
Primary and Secondary Syphilis,2009,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,275.0,11.6,2374057.0,19198.0,808.6579218611853
Primary and Secondary Syphilis,2008,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,206.0,8.7,2357354.0,18894.0,801.4918421246872
AIDS prevalence,2020,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2719.0,107.4,2532057.0,24130.0,952.9801264347524
AIDS prevalence,2019,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2648.0,105.1,2518616.0,24351.0,966.8405187610973
AIDS prevalence,2018,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2569.0,102.5,2506992.0,25597.0,1021.0243989609859
AIDS prevalence,2017,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2537.0,101.6,2496702.0,24567.0,983.9780638618465
AIDS prevalence,2016,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2459.0,99.0,2484157.0,22881.0,921.0770494779516
AIDS prevalence,2015,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2383.0,96.4,2471839.0,21277.0,860.7761266004784
AIDS prevalence,2014,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2344.0,95.3,2460710.0,20361.0,827.4441116588301
AIDS prevalence,2013,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2237.0,91.3,2450279.0,19745.0,805.8266017869803
AIDS prevalence,2012,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2156.0,88.4,2439317.0,21174.0,868.029862457401
AIDS prevalence,2011,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2093.0,86.2,2427114.0,21031.0,866.502356296408
AIDS prevalence,2010,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2059.0,85.5,2407981.0,20552.0,853.495106481322
AIDS prevalence,2009,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,2017.0,85.0,2374089.0,19198.0,808.6470220787849
AIDS prevalence,2008,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,1929.0,81.8,2357363.0,18894.0,801.4887821688895
HIV prevalence,2020,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,6058.0,239.3,2532057.0,24130.0,952.9801264347524
HIV prevalence,2019,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,5915.0,234.9,2518616.0,24351.0,966.8405187610973
HIV prevalence,2018,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,5699.0,227.3,2506992.0,25597.0,1021.0243989609859
HIV prevalence,2017,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,5547.0,222.2,2496702.0,24567.0,983.9780638618465
HIV prevalence,2016,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,5338.0,214.9,2484157.0,22881.0,921.0770494779516
HIV prevalence,2015,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,5083.0,205.6,2471839.0,21277.0,860.7761266004784
HIV prevalence,2014,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4932.0,200.4,2460710.0,20361.0,827.4441116588301
HIV prevalence,2013,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4627.0,188.8,2450279.0,19745.0,805.8266017869803
HIV prevalence,2012,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4449.0,182.4,2439317.0,21174.0,868.029862457401
HIV prevalence,2011,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4273.0,176.1,2427114.0,21031.0,866.502356296408
HIV prevalence,2010,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4171.0,173.2,2407981.0,20552.0,853.495106481322
HIV prevalence,2009,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4163.0,175.4,2374089.0,19198.0,808.6470220787849
HIV prevalence,2008,Arkansas,Ages 13 years and older,All races/ethnicities,Both sexes,4002.0,169.8,2357363.0,18894.0,801.4887821688895
Gonorrhea,2020,California,Ages 13 years and older,All races/ethnicities,Both sexes,78178.0,235.9,33133603.0,271827.0,820.3967434510517
Gonorrhea,2019,California,Ages 13 years and older,All races/ethnicities,Both sexes,80070.0,241.7,33133603.0,332693.0,1004.0954495652044
Gonorrhea,2018,California,Ages 13 years and older,All races/ethnicities,Both sexes,78997.0,239.3,33011284.0,325016.0,984.5603097413599
Gonorrhea,2017,California,Ages 13 years and older,All races/ethnicities,Both sexes,75200.0,228.9,32847289.0,307118.0,934.9873592307723
Gonorrhea,2016,California,Ages 13 years and older,All races/ethnicities,Both sexes,64411.0,197.5,32620975.0,273267.0,837.7033488422709
Gonorrhea,2015,California,Ages 13 years and older,All races/ethnicities,Both sexes,53945.0,166.7,32354706.0,251828.0,778.3349970789411
Gonorrhea,2014,California,Ages 13 years and older,All races/ethnicities,Both sexes,45090.0,140.7,32041023.0,227658.0,710.5203850701022
Gonorrhea,2013,California,Ages 13 years and older,All races/ethnicities,Both sexes,37911.0,119.6,31702169.0,210777.0,664.8661799765183
Gonorrhea,2012,California,Ages 13 years and older,All races/ethnicities,Both sexes,33370.0,106.3,31380910.0,205767.0,655.707562336465
Gonorrhea,2011,California,Ages 13 years and older,All races/ethnicities,Both sexes,27348.0,88.0,31064693.0,197795.0,636.7196353751186
Gonorrhea,2010,California,Ages 13 years and older,All races/ethnicities,Both sexes,26337.0,85.6,30752412.0,180002.0,585.326445288259
Gonorrhea,2009,California,Ages 13 years and older,All races/ethnicities,Both sexes,23135.0,76.7,30167099.0,172910.0,573.1741060020388
Gonorrhea,2008,California,Ages 13 years and older,All races/ethnicities,Both sexes,25664.0,86.0,29836636.0,177675.0,595.4927358432767
Chlamydia,2020,California,Ages 13 years and older,All races/ethnicities,Both sexes,178293.0,538.1,33133603.0,271827.0,820.3967434510517
Chlamydia,2019,California,Ages 13 years and older,All races/ethnicities,Both sexes,236083.0,712.5,33133603.0,332693.0,1004.0954495652044
Chlamydia,2018,California,Ages 13 years and older,All races/ethnicities,Both sexes,230712.0,698.9,33011284.0,325016.0,984.5603097413599
Chlamydia,2017,California,Ages 13 years and older,All races/ethnicities,Both sexes,218188.0,664.2,32847289.0,307118.0,934.9873592307723
Chlamydia,2016,California,Ages 13 years and older,All races/ethnicities,Both sexes,197683.0,606.0,32620975.0,273267.0,837.7033488422709
